Symbol,Tick,Company
PANAMAPET,PNPC IN Equity,PANAMA PETROCHEM LTD
PARABDRUGS,PDL IN Equity,PARABOLIC DRUGS LTD
PARAGMILK,PARAG IN Equity,PARAG MILK FOODS LTD
PARSVNATH,PARSV IN Equity,PARSVNATH DEVELOPERS LTD
PATELENG,PEC IN Equity,PATEL ENGINEERING LTD
PATSPINLTD,PTS IN Equity,PATSPIN INDIA LTD
PCJEWELLER,PCJL IN Equity,PC JEWELLER LTD
PGIL,PGIL IN Equity,PEARL GLOBAL INDUSTRIES LTD
PEARLPOLY,PRLP IN Equity,PEARL POLYMERS LTD
PENINLAND,PENL IN Equity,PENINSULA LAND LTD
PENIND,PSL IN Equity,PENNAR INDUSTRIES LTD
PERSISTENT,PSYS IN Equity,PERSISTENT SYSTEMS LTD
PETRONET,PLNG IN Equity,PETRONET LNG LTD
PFIZER,PFIZ IN Equity,PFIZER LTD
PGEL,PGEL IN Equity,PG ELECTROPLAST LTD
PHILIPCARB,PHCB IN Equity,PHILLIPS CARBON BLACK LTD
PIIND,PI IN Equity,PI INDUSTRIES LTD
PIDILITIND,PIDI IN Equity,PIDILITE INDUSTRIES LTD
PILITA,PIIL IN Equity,PIL ITALICA LIFESTYLE LTD
PIONDIST,PND IN Equity,PIONEER DISTILLERIES LTD
PIONEEREMB,PNE IN Equity,PIONEER EMBROIDERIES LTD
PEL,PIEL IN Equity,PIRAMAL ENTERPRISES LTD
PIRPHYTO,PPHL IN Equity,PIRAMAL PHYTOCARE LTD
PITTIENG,PITTIENG IN Equity,PITTI ENGINEERING LTD
PLASTIBLEN,PBL IN Equity,PLASTIBLENDS INDIA LTD
PNBGILTS,PGLT IN Equity,PNB GILTS LTD
PNBHOUSING,PNBHOUSI IN Equity,PNB HOUSING FINANCE LTD
PNCINFRA,PNCL IN Equity,PNC INFRATECH LTD
PODDARMENT,PPG IN Equity,PODDAR PIGMENTS LTD
POKARNA,POKR IN Equity,POKARNA LTD
POLYMED,PLM IN Equity,POLY MEDICURE LTD
POLYCAB,POLYCAB IN Equity,POLYCAB INDIA LTD
POLYPLEX,PPC IN Equity,POLYPLEX CORPORATION LTD
POWERMECH,POWM IN Equity,POWER MECH PROJECTS LTD
PPAP,PPAP IN Equity,PPAP AUTOMOTIVE LTD
PRABHAT,PRABHAT IN Equity,PRABHAT DAIRY LTD
PRADIP,PRAD IN Equity,PRADIP OVERSEAS LTD
PRAJIND,PRJ IN Equity,PRAJ INDUSTRIES LTD
PRAKASHCON,PRAK IN Equity,PRAKASH CONSTROWELL LTD
PRAKASH,PKI IN Equity,PRAKASH INDUSTRIES LTD
PPL,PRAKPIPE IN Equity,PRAKASH PIPES LTD
PRAKASHSTL,PKSL IN Equity,PRAKASH STEELAGE LTD
DIAMONDYD,DIAMOND IN Equity,PRATAAP SNACKS LTD
PRAXIS,PRAXIS IN Equity,PRAXIS HOME RETAIL LTD
PRECAM,PRECAM IN Equity,PRECISION CAMSHAFTS LTD
PRECWIRE,PWI IN Equity,PRECISION WIRES INDIA LTD
PRECOT,PRTM IN Equity,PRECOT MERIDIAN LTD
PREMEXPLN,PRE IN Equity,PREMIER EXPLOSIVES LTD
PREMIER,PREM IN Equity,PREMIER LTD
PREMIERPOL,PRPF IN Equity,PREMIER POLYFILM LTD
PRESSMN,PMAL IN Equity,PRESSMAN ADVERTISING LTD
PRICOLLTD,PRICOL IN Equity,PRICOL LTD
PFOCUS,PRIF IN Equity,PRIME FOCUS LTD
PRIMESECU,PSEC IN Equity,PRIME SECURITIES LTD
PRSMJOHNSN,PRSMJ IN Equity,PRISM JOHNSON LTD
PGHL,PGHL IN Equity,PROCTER & GAMBLE HEALTH LTD
PROSEED,PROSEED IN Equity,PROSEED INDIA LTD
PROVOGE,PROV IN Equity,PROVOGUE (INDIA) LTD
PROZONINTU,PROZONE IN Equity,PROZONE INTU PROPERTIES LTD
PSL,PSLL IN Equity,PSL LTD
PSPPROJECT,PSPPL IN Equity,PSP PROJECTS LTD
PTC,PTCIN IN Equity,PTC INDIA LTD
PTL,PTLE IN Equity,PTL ENTERPRISES LTD
PDMJEPAPER,PDMJ IN Equity,PUDUMJEE PAPER PRODUCTS LTD
PUNJLLOYD,PUNJ IN Equity,PUNJ LLOYD LTD
PSB,PJSB IN Equity,PUNJAB & SIND BANK
PNB,PNB IN Equity,PUNJAB NATIONAL BANK
PURVA,PURVA IN Equity,PURAVANKARA LTD
PVR,PVRL IN Equity,PVR LTD
QUESS,QUESS IN Equity,QUESS CORP LTD
QUICKHEAL,QUICKHEA IN Equity,QUICK HEAL TECHNOLOGIES LTD
QUINTEGRA,QSL IN Equity,QUINTEGRA SOLUTIONS LTD
RSYSTEMS,RSYS IN Equity,R SYSTEMS INTERNATIONAL LTD
RPPINFRA,RPP IN Equity,R.P.P. INFRA PROJECTS LTD
RADAAN,RMIL IN Equity,RADAAN MEDIAWORKS INDIA LTD
RMCL,RMCL IN Equity,RADHA MADHAV CORPORATION LTD
RADICO,RDCK IN Equity,RADICO KHAITAN LTD
RVNL,RVNL IN Equity,RAIL VIKAS NIGAM LTD
RAIN,RINDL IN Equity,RAIN INDUSTRIES LTD
RAINBOWPAP,RBWP IN Equity,RAINBOW PAPERS LTD
RAJRAYON,RJI IN Equity,RAJ RAYON INDUSTRIES LTD
RAJTV,RAJT IN Equity,RAJ TELEVISION NETWORK LTD
ARENTERP,ARE IN Equity,RAJDARSHAN INDUSTRIES LTD
RAJESHEXPO,RJEX IN Equity,RAJESH EXPORTS LTD
RAJVIR,RAJV IN Equity,RAJVIR INDUSTRIES LTD
RALLIS,RALI IN Equity,RALLIS INDIA LTD
RAMASTEEL,RASTL IN Equity,RAMA STEEL TUBES LTD
RAMCOIND,RAMCO IN Equity,RAMCO INDUSTRIES LTD
RAMCOSYS,RMCS IN Equity,RAMCO SYSTEMS LTD
RAMGOPOLY,RGP IN Equity,RAMGOPAL POLYTEX LTD
RKFORGE,RMKF IN Equity,RAMKRISHNA FORGINGS LTD
RAMKY,RMKY IN Equity,RAMKY INFRASTRUCTURE LTD
RANASUG,RANA IN Equity,RANA SUGARS LTD
RBL,RABL IN Equity,RANE BRAKE LINING LTD
RANEHOLDIN,RHL IN Equity,RANE HOLDINGS LTD
RATNAMANI,RMT IN Equity,RATNAMANI METALS & TUBES LTD
RTNPOWER,RTPOW IN Equity,RATTANINDIA POWER LTD
RKDL,RKD IN Equity,RAVI KUMAR DISTILLERIES LTD
RAYMOND,RW IN Equity,RAYMOND LTD
RBLBANK,RBK IN Equity,RBL BANK LTD
RECLTD,RECL IN Equity,REC LTD
REFEX,REFX IN Equity,REFEX INDUSTRIES LTD
REGENCERAM,RGC IN Equity,REGENCY CERAMICS LTD
RELAXO,RLXF IN Equity,RELAXO FOOTWEARS LTD
RELCAPITAL,RCAPT IN Equity,RELIANCE CAPITAL LTD
RCOM,RCOM IN Equity,RELIANCE COMMUNICATIONS LTD
RHFL,RELHOME IN Equity,RELIANCE HOME FINANCE LTD
RELIANCE,RIL IN Equity,RELIANCE INDUSTRIES LTD
RELINFRA,RELI IN Equity,RELIANCE INFRASTRUCTURE LTD
RPOWER,RPWR IN Equity,RELIANCE POWER LTD
RELIGARE,RELG IN Equity,RELIGARE ENTERPRISES LTD
REMSONSIND,RSID IN Equity,REMSONS INDUSTRIES LTD
RGL,RENGL IN Equity,RENAISSANCE GLOBAL LTD
REPCOHOME,REPCO IN Equity,REPCO HOME FINANCE LTD
REPRO,REPR IN Equity,REPRO INDIA LTD
RESPONIND,RESP IN Equity,RESPONSIVE INDUSTRIES LTD
REVATHI,RCP IN Equity,REVATHI EQUIPMENT LTD
RICOAUTO,RAI IN Equity,RICO AUTO INDUSTRIES LTD
RITES,RITE IN Equity,RITES LTD
ROLLT,RLT IN Equity,ROLLATAINERS LTD
ROLTA,RLTA IN Equity,ROLTA INDIA LTD
ROSSELLIND,ROST IN Equity,ROSSELL INDIA LTD
ROHLTD,ROHL IN Equity,ROYAL ORCHID HOTELS LTD
RPGLIFE,RPGL IN Equity,RPG LIFE SCIENCES LTD
RSWM,RJS IN Equity,RSWM LTD
RUCHINFRA,CLFL IN Equity,RUCHI INFRASTRUCTURE LTD
RUCHISOYA,RSI IN Equity,RUCHI SOYA INDUSTRIES LTD
RUCHIRA,RUCP IN Equity,RUCHIRA PAPERS LTD
RUPA,RUPA IN Equity,RUPA & COMPANY LTD
RUSHIL,RDL IN Equity,RUSHIL DECOR LTD
SADBHAV,SADE IN Equity,SADBHAV ENGINEERING LTD
SAGCEM,SGC IN Equity,SAGAR CEMENTS LTD
SAGARDEEP,SAGARDEE IN Equity,SAGARDEEP ALLOYS LTD
SAKAR,SAKAR IN Equity,SAKAR HEALTHCARE LTD
SAKSOFT,SAK IN Equity,SAKSOFT LTD
SAKHTISUG,STSG IN Equity,SAKTHI SUGARS LTD
SAKUMA,SAEL IN Equity,SAKUMA EXPORTS LTD
SALONA,SALC IN Equity,SALONA COTSPIN LTD
SALZERELEC,SZE IN Equity,SALZER ELECTRONICS LTD
SAMBHAAV,PLS IN Equity,SAMBHAAV MEDIA LTD
SANCO,SAIN IN Equity,SANCO INDUSTRIES LTD
SANDHAR,SANDHAR IN Equity,SANDHAR TECHNOLOGIES LTD
SANGAMIND,SNGM IN Equity,SANGAM (INDIA) LTD
SANGHIIND,SNGI IN Equity,SANGHI INDUSTRIES LTD
SANGHVIMOV,SGM IN Equity,SANGHVI MOVERS LTD
SANOFI,SANL IN Equity,SANOFI INDIA LTD
SANWARIA,SANWCL IN Equity,SANWARIA CONSUMER LTD
SARDAEN,SEML IN Equity,SARDA ENERGY & MINERALS LTD
SAREGAMA,SARE IN Equity,SAREGAMA INDIA LTD
SARLAPOLY,SRPL IN Equity,SARLA PERFORMANCE FIBERS LTD
SASKEN,SASKEN IN Equity,SASKEN TECHNOLOGIES LTD
SASTASUNDR,SASV IN Equity,SASTASUNDAR VENTURES LTD
SATHAISPAT,SVI IN Equity,SATHAVAHANA ISPAT LTD
SATIN,SATIN IN Equity,SATIN CREDITCARE NETWORK LTD
SOTL,STEC IN Equity,SAVITA OIL TECHNOLOGIES LTD
SCHAEFFLER,SCHFL IN Equity,SCHAEFFLER INDIA LTD
SEAMECLTD,SEAM IN Equity,SEAMEC LTD
SEQUENT,SEQ IN Equity,SEQUENT SCIENTIFIC LTD
SETCO,SETC IN Equity,SETCO AUTOMOTIVE LTD
SHAHALLOYS,SA IN Equity,SHAH ALLOYS LTD
SHAKTIPUMP,SKPI IN Equity,SHAKTI PUMPS (INDIA) LTD
SHALBY,SHALBY IN Equity,SHALBY LTD
SHALPAINTS,SHP IN Equity,SHALIMAR PAINTS LTD
SHANTIGEAR,SG IN Equity,SHANTHI GEARS LTD
SHARDACROP,SHCR IN Equity,SHARDA CROPCHEM LTD
SHARDAMOTR,SHMO IN Equity,SHARDA MOTOR INDUSTRIES LTD
SFL,SFL IN Equity,SHEELA FOAM LTD
SPYL,SPYL IN Equity,SHEKHAWATI POLY-YARN LTD
SHEMAROO,SHEM IN Equity,SHEMAROO ENTERTAINMENT LTD
SHILPAMED,SLPA IN Equity,SHILPA MEDICARE LTD
SHIRPUR-G,ATRI IN Equity,SHIRPUR GOLD REFINERY LTD
SHIVAMILLS,SHIVAML IN Equity,SHIVA MILLS LTD
SHIVATEX,SVTY IN Equity,SHIVA TEXYARN LTD
SHIVAMAUTO,SVAT IN Equity,SHIVAM AUTOTECH LTD
SHOPERSTOP,SHOP IN Equity,SHOPPERS STOP LTD
SHREECEM,SRCM IN Equity,SHREE CEMENT LTD
SHREERAMA,SRMT IN Equity,SHREE RAMA MULTI-TECH LTD
RAMANEWS,RNSP IN Equity,SHREE RAMA NEWSPRINT LTD
RENUKA,SHRS IN Equity,SHREE RENUKA SUGARS LTD
SHREYANIND,SHYI IN Equity,SHREYANS INDUSTRIES LTD
SHRIRAMEPC,SEPC IN Equity,SHRIRAM EPC LTD
SHRIPISTON,SPRL IN Equity,SHRIRAM PISTONS & RINGS LTD
SHYAMCENT,SCFL IN Equity,SHYAM CENTURY FERROUS LTD
SHYAMTEL,SHY IN Equity,SHYAM TELECOM LTD
SICAGEN,SICI IN Equity,SICAGEN INDIA LTD
SICAL,SICL IN Equity,SICAL LOGISTICS LTD
SIEMENS,SIEM IN Equity,SIEMENS LTD
SIGIND,SGOS IN Equity,SIGNET INDUSTRIES LTD
SILINV,SIIN IN Equity,SIL INVESTMENTS LTD
SIMPLEXINF,SINF IN Equity,SIMPLEX INFRASTRUCTURES LTD
SINTEX,SINT IN Equity,SINTEX INDUSTRIES LTD
SITASHREE,SSFP IN Equity,SITA SHREE FOOD PRODUCTS LTD
SITINET,SITINET IN Equity,SITI NETWORKS LTD
SIYSIL,SIYA IN Equity,SIYARAM SILK MILLS LTD
SJVN,SJVN IN Equity,SJVN LTD
SKFINDIA,SKF IN Equity,SKF INDIA LTD
SKIL,SKIL IN Equity,SKIL INFRASTRUCTURE LTD
SKIPPER,SKIPPER IN Equity,SKIPPER LTD
SMARTLINK,SHDSL IN Equity,SMARTLINK HOLDINGS LTD
SMLISUZU,SM IN Equity,SML ISUZU LTD
SMSLIFE,SMSLIFE IN Equity,SMS LIFESCIENCES INDIA LTD
SMSPHARMA,SMSPH IN Equity,SMS PHARMACEUTICALS LTD
SNOWMAN,SNLL IN Equity,SNOWMAN LOGISTICS LTD
SOBHA,SOBHA IN Equity,SOBHA LTD
SOLARINDS,SOIL IN Equity,SOLAR INDUSTRIES INDIA LTD
SOMANYCERA,SOMC IN Equity,SOMANY CERAMICS LTD
SOMICONVEY,SCBL IN Equity,SOMI CONVEYOR BELTINGS LTD
SONATSOFTW,SSOF IN Equity,SONATA SOFTWARE LTD
SORILINFRA,SORI IN Equity,SORIL INFRA RESOURCES LTD
SPECIALITY,SRL IN Equity,SPECIALITY RESTAURANTS LTD
SPENCERS,SPENCER IN Equity,SPENCER'S RETAIL LTD
SPENTEX,SPTI IN Equity,SPENTEX INDUSTRIES LTD
SPICEMOBI,SPCEM IN Equity,SPICE MOBILITY LTD
SPLIL,SPLI IN Equity,SPL INDUSTRIES LTD
SMPL,SMPLTD IN Equity,SPLENDID METAL PRODUCTS LTD
SPMLINFRA,SPML IN Equity,SPML INFRA LTD
SREEL,SREE IN Equity,SREELEATHERS LTD
SRF,SRF IN Equity,SRF LTD
SRIPIPES,SRIK IN Equity,SRIKALAHASTHI PIPES LTD
SRSLTD,SRSLT IN Equity,SRS LTD
SCAPDVR,SCAP IN Equity,STAMPEDE CAPITAL LTD
SIL,STD IN Equity,STANDARD INDUSTRIES LTD
STARCEMENT,STRCEM IN Equity,STAR CEMENT LTD
STARPAPER,STPM IN Equity,STAR PAPER MILLS LTD
SBIN,SBIN IN Equity,STATE BANK OF INDIA
STEELXIND,SEIL IN Equity,STEEL EXCHANGE INDIA LTD
SSWL,SSW IN Equity,STEEL STRIPS WHEELS LTD
STEL,STEL IN Equity,STEL HOLDINGS LTD
STERTOOLS,STRT IN Equity,STERLING TOOLS LTD
STRTECH,SOTL IN Equity,STERLITE TECHNOLOGIES LTD
STINDIA,STIB IN Equity,STI INDIA LTD
SGL,SHGL IN Equity,STL GLOBAL LTD
STAR,STR IN Equity,STRIDES PHARMA SCIENCE LTD
SUBEX,SUBX IN Equity,SUBEX LTD
SUBROS,SUBR IN Equity,SUBROS LTD
SUMEETINDS,SUMT IN Equity,SUMEET INDUSTRIES LTD
SUMMITSEC,SUMM IN Equity,SUMMIT SECURITIES LTD
SUNTV,SUNTV IN Equity,SUN TV NETWORK LTD
SUNDRMBRAK,SBL IN Equity,SUNDARAM BRAKE LININGS LTD
SUNCLAYLTD,SDC IN Equity,SUNDARAM CLAYTON LTD
SUNDARMFIN,SUF IN Equity,SUNDARAM FINANCE LTD
SUNDARAM,SMUL IN Equity,SUNDARAM MULTI PAP LTD
SUNDRMFAST,SF IN Equity,SUNDRAM FASTENERS LTD
SUNILHITEC,SUHE IN Equity,SUNIL HITECH ENGINEERS LTD
SUNTECK,SRIN IN Equity,SUNTECK REALTY LTD
SUPERHOUSE,SUPL IN Equity,SUPERHOUSE LTD
SUPRAJIT,SEL IN Equity,SUPRAJIT ENGINEERING LTD
SUPREMEIND,SI IN Equity,SUPREME INDUSTRIES LTD
SUPPETRO,SPPT IN Equity,SUPREME PETROCHEM LTD
SURANASOL,SURA IN Equity,SURANA SOLAR LTD
SURYAROSNI,SYR IN Equity,SURYA ROSHNI LTD
SUVEN,SVLS IN Equity,SUVEN LIFE SCIENCES LTD
SUZLON,SUEL IN Equity,SUZLON ENERGY LTD
SWANENERGY,SWAN IN Equity,SWAN ENERGY LTD
SWARAJENG,SWE IN Equity,SWARAJ ENGINES LTD
SWELECTES,SESL IN Equity,SWELECT ENERGY SYSTEMS LTD
SYMPHONY,SYML IN Equity,SYMPHONY LTD
SYNCOM,SHCL IN Equity,SYNCOM HEALTHCARE LTD
SYNDIBANK,SNDB IN Equity,SYNDICATE BANK
SYNGENE,SYNG IN Equity,SYNGENE INTERNATIONAL LTD
TAJGVK,TAJG IN Equity,TAJ GVK HOTELS & RESORTS LTD
TAKE,TAKE IN Equity,TAKE SOLUTIONS LTD
TALWGYM,TALWGYM IN Equity,TALWALKARS HEALTHCLUBS LTD
TNPETRO,TNPP IN Equity,TAMILNADU PETROPRODUCTS LTD
TANLA,TANS IN Equity,TANLA SOLUTIONS LTD
TARAJEWELS,TARAJ IN Equity,TARA JEWELS LTD
TARAPUR,TTRAN IN Equity,TARAPUR TRANSFORMERS LTD
TARMAT,TARL IN Equity,TARMAT LTD
TASTYBITE,TSTY IN Equity,TASTY BITE EATABLES LTD
TATACHEM,TTCH IN Equity,TATA CHEMICALS LTD
TATACOFFEE,TCO IN Equity,TATA COFFEE LTD
TATACOMM,TCOM IN Equity,TATA COMMUNICATIONS LTD
TATAELXSI,TELX IN Equity,TATA ELXSI LTD
TATAGLOBAL,TGBL IN Equity,TATA GLOBAL BEVERAGES LTD
TATAMETALI,TML IN Equity,TATA METALIKS LTD
TATAMOTORS,TTMT IN Equity,TATA MOTORS LTD
TATASPONGE,TTSP IN Equity,TATA SPONGE IRON LTD
TATASTLBSL,TATASTL IN Equity,TATA STEEL BSL LTD
TATASTEEL,TATA IN Equity,TATA STEEL LTD
TCIDEVELOP,TCID IN Equity,TCI DEVELOPERS LTD
TCIEXP,TCIEXP IN Equity,TCI EXPRESS LTD
TCIFINANCE,TCIF IN Equity,TCI FINANCE LTD
TCPLPACK,TCPL IN Equity,TCPL PACKAGING LTD
TDPOWERSYS,TDPS IN Equity,TD POWER SYSTEMS LTD
TEAMLEASE,TEAM IN Equity,TEAMLEASE SERVICES LTD
TECHM,TECHM IN Equity,TECH MAHINDRA LTD
TECHIN,TEIN IN Equity,TECHINDIA NIRMAN LTD
TECHNOFAB,TECE IN Equity,TECHNOFAB ENGINEERING LTD
TEJASNET,TEJASNET IN Equity,TEJAS NETWORKS LTD
TERASOFT,TERA IN Equity,TERA SOFTWARE LTD
TEXMOPIPES,TEXMO IN Equity,TEXMO PIPES AND PRODUCTS LTD
TGBHOTELS,TGBB IN Equity,TGB BANQUETS AND HOTELS LTD
BYKE,BYKE IN Equity,THE BYKE HOSPITALITY LTD
THEMISMED,TMCH IN Equity,THEMIS MEDICARE LTD
THERMAX,TMX IN Equity,THERMAX LTD
THIRUSUGAR,TAS IN Equity,THIRU AROORAN SUGARS LTD
TIRUMALCHM,TMC IN Equity,THIRUMALAI CHEMICALS LTD
THYROCARE,THYROCAR IN Equity,THYROCARE TECHNOLOGIES LTD
TIJARIA,TPOL IN Equity,TIJARIA POLYPIPES LTD
TIL,TIL IN Equity,TIL LTD
TI,TLNGR IN Equity,TILAKNAGAR INDUSTRIES LTD
TIMETECHNO,TIME IN Equity,TIME TECHNOPLAST LTD
TIMESGTY,TGFI IN Equity,TIMES GUARANTY LTD
TIMKEN,TMKN IN Equity,TIMKEN INDIA LTD
TIPSINDLTD,TPS IN Equity,TIPS INDUSTRIES LTD
TWL,TWL IN Equity,TITAGARH WAGONS LTD
TORNTPHARM,TRP IN Equity,TORRENT PHARMACEUTICALS LTD
TORNTPOWER,TPW IN Equity,TORRENT POWER LTD
TPLPLASTEH,TPPL IN Equity,TPL PLASTECH LTD
TFL,TRANF IN Equity,TRANSWARRANTY FINANCE LTD
TREJHARA,TREJSL IN Equity,TREJHARA SOLUTIONS LTD
TRENT,TRENT IN Equity,TRENT LTD
TRF,TRF IN Equity,TRF LTD
TRIDENT,TRID IN Equity,TRIDENT LTD
TRIGYN,LES IN Equity,TRIGYN TECHNOLOGIES LTD
TRITURBINE,TRIV IN Equity,TRIVENI TURBINE LTD
TTKHLTCARE,TTKP IN Equity,TTK HEALTHCARE LTD
TTKPRESTIG,TTKPT IN Equity,TTK PRESTIGE LTD
TVTODAY,TVTN IN Equity,TV TODAY NETWORK LTD
TVVISION,TVIS IN Equity,TV VISION LTD
TV18BRDCST,TV18 IN Equity,TV18 BROADCAST LTD
TVSELECT,TVSEL IN Equity,TVS ELECTRONICS LTD
TVSSRICHAK,SRTY IN Equity,TVS SRICHAKRA LTD
UCALFUEL,UCAL IN Equity,UCAL FUEL SYSTEMS LTD
UCOBANK,UCO IN Equity,UCO BANK
UFLEX,UFLX IN Equity,UFLEX LTD
UFO,UFOM IN Equity,UFO MOVIEZ INDIA LTD
UJAAS,UJEL IN Equity,UJAAS ENERGY LTD
ULTRACEMCO,UTCEM IN Equity,ULTRATECH CEMENT LTD
UMANGDAIRY,UMAN IN Equity,UMANG DAIRIES LTD
UNICHEMLAB,UL IN Equity,UNICHEM LABORATORIES LTD
UNIONBANK,UNBK IN Equity,UNION BANK OF INDIA
UNIENTER,UPE IN Equity,UNIPHOS ENTERPRISES LTD
UNIPLY,UNIP IN Equity,UNIPLY INDUSTRIES LTD
UNITECH,UT IN Equity,UNITECH LTD
UNITEDBNK,UNTDB IN Equity,UNITED BANK OF INDIA
UBL,UBBL IN Equity,UNITED BREWERIES LTD
MCDOWELL-N,UNSP IN Equity,UNITED SPIRITS LTD
UNITY,UIP IN Equity,UNITY INFRAPROJECTS LTD
UNIVCABLES,UVC IN Equity,UNIVERSAL CABLES LTD
UPL,UPLL IN Equity,UPL LTD
URJA,UGL IN Equity,URJA GLOBAL LTD
USHAMART,USM IN Equity,USHA MARTIN LTD
UTTAMSTL,UTTM IN Equity,UTTAM GALVA STEELS LTD
UTTAMSUGAR,UTSM IN Equity,UTTAM SUGAR MILLS LTD
UVSL,UVSL IN Equity,UTTAM VALUE STEELS LTD
V2RETAIL,VREL IN Equity,V2 RETAIL LTD
WABAG,VATW IN Equity,VA TECH WABAG LTD
VADILALIND,VDI IN Equity,VADILAL INDUSTRIES LTD
VAIBHAVGBL,VGM IN Equity,VAIBHAV GLOBAL LTD
VAKRANGEE,VKI IN Equity,VAKRANGEE LTD
VARDHACRLC,VAL IN Equity,VARDHMAN ACRYLICS LTD
VHL,VARH IN Equity,VARDHMAN HOLDINGS LTD
VARDMNPOLY,VP IN Equity,VARDHMAN POLYTEX LTD
VSSL,VSSL IN Equity,VARDHMAN SPECIAL STEELS LTD
VTL,VTEX IN Equity,VARDHMAN TEXTILES LTD
VARROC,VARROC IN Equity,VARROC ENGINEERING LTD
VBL,VBL IN Equity,VARUN BEVERAGES LTD
VASCONEQ,VSCN IN Equity,VASCON ENGINEERS LTD
VASWANI,VAS IN Equity,VASWANI INDUSTRIES LTD
VEDL,VEDL IN Equity,VEDANTA LTD
VENKEYS,WH IN Equity,VENKY'S (INDIA) LTD
VENUSREM,VNR IN Equity,VENUS REMEDIES LTD
VESUVIUS,VI IN Equity,VESUVIUS INDIA LTD
VGUARD,VGRD IN Equity,V-GUARD INDUSTRIES LTD
VICEROY,PLHH IN Equity,VICEROY HOTELS LTD
VIDEOIND,VCLF IN Equity,VIDEOCON INDUSTRIES LTD
VIJIFIN,VFL IN Equity,VIJI FINANCE LTD
VIKASECO,VKEC IN Equity,VIKAS ECOTECH LTD
VIKASMCORP,VIKAS IN Equity,VIKAS MULTICORP LTD
VIMALOIL,VOF IN Equity,VIMAL OIL & FOODS LTD
VIMTALABS,VL IN Equity,VIMTA LABS LTD
VINATIORGA,VO IN Equity,VINATI ORGANICS LTD
VINDHYATEL,VT IN Equity,VINDHYA TELELINKS LTD
VINYLINDIA,VNYL IN Equity,VINYL CHEMICALS (INDIA) LTD
VIPCLOTHNG,VIPCL IN Equity,VIP CLOTHING LTD
VIPULLTD,VPUL IN Equity,VIPUL LTD
VISASTEEL,VISA IN Equity,VISA STEEL LTD
VIVIDHA,VISP IN Equity,VISAGAR POLYTEX LTD
VISAKAIND,VSKI IN Equity,VISAKA INDUSTRIES LTD
VISESHINFO,VIS IN Equity,VISESH INFOTECNICS LTD
VISHNU,VCL IN Equity,VISHNU CHEMICALS LTD
VIVIMEDLAB,VILA IN Equity,VIVIMED LABS LTD
VLSFINANCE,VLS IN Equity,VLS FINANCE LTD
IDEA,IDEA IN Equity,VODAFONE IDEA LTD
VOLTAMP,VAMP IN Equity,VOLTAMP TRANSFORMERS LTD
VOLTAS,VOLT IN Equity,VOLTAS LTD
VRLLOG,VRLL IN Equity,VRL LOGISTICS LTD
VSTIND,VST IN Equity,VST INDUSTRIES LTD
WABCOINDIA,WIL IN Equity,WABCO INDIA LTD
WANBURY,WANB IN Equity,WANBURY LTD
WEBELSOLAR,WESL IN Equity,WEBSOL ENERGY SYSTEM LTD
WEIZFOREX,WEIZF IN Equity,WEIZMANN FOREX LTD
WEIZMANIND,WEIZ IN Equity,WEIZMANN LTD
