Symbol,Tick,Company
KOTARISUG,KTSG IN Equity,KOTHARI SUGARS & CHEMICALS
KPRMILL,KPR IN Equity,KPR MILL LTD
KREBSBIO,KBC IN Equity,KREBS BIOCHEMICALS & INDUSTR
KRISHANA,KRISHANA IN Equity,KRISHANA PHOSCHEM LTD
KRITIKA,KRITIKA IN Equity,KRITIKA WIRES LTD
KSHITIJPOL,KSHITIJ IN Equity,KSHITIJ POLYLINE LTD
LGBBROSLTD,LGBB IN Equity,L.G. BALAKRISHNAN & BROS LTD
LAGNAM,LAGNAM IN Equity,LAGNAM SPINTEX LTD
LAKSHMIEFL,LKEF IN Equity,LAKSHMI ENERGY & FOODS LTD
LFIC,LKFIN IN Equity,LAKSHMI FINANCE & INDUSTRIAL
LAKPRE,LKPS IN Equity,LAKSHMI PRECISION SCREWS
LAMBODHARA,LTEX IN Equity,LAMBODHARA TEXTILE LTD
LITL,LANCI IN Equity,LANCO INFRATECH LTD
LPDC,LPROP IN Equity,LANDMARK PROPERTY DEV CO LTD
LATTEYS,LATTEYS IN Equity,LATTEYS INDUSTRIES LTD
LAXMICOT,LAXMI IN Equity,LAXMI COTSPIN LTD
LCCINFOTEC,ARHF IN Equity,LCC INFOTECH LTD
LEXUS,LEXUS IN Equity,LEXUS GRANITO INDIA LTD
LIBAS,LIBAS IN Equity,LIBAS DESIGNS LTD
LML,LML IN Equity,LML LTD
LOTUSEYE,LOTEYE IN Equity,LOTUS EYE HOSPITAL AND INSTI
MKPL,MKPL IN Equity,M K PROTEINS LTD
MMFL,MMFG IN Equity,M.M. FORGINGS LTD
MRO,MROL IN Equity,M.R. ORGANISATION LTD
MACPOWER,MACPOWER IN Equity,MACPOWER CNC MACHINES LTD
MCL,MACL IN Equity,MADHAV COPPER LTD
MADHAV,MGR IN Equity,MADHAV GRANITE & REALTY LTD
MBAPL,MBAP IN Equity,MADHYA BHARAT AGRO PRODUCTS
MPTODAY,MPTODAY IN Equity,MADHYA PRADESH TODAY MEDIA L
MAHAPEXLTD,MHAC IN Equity,MAHA RASHTRA APEX CORP
MAHASTEEL,MSIN IN Equity,MAHAMAYA STEEL INDUSTRIES
MTNL,MTNL IN Equity,MAHANAGAR TELEPHONE NIGAM
MAHICKRA,MAHICKRA IN Equity,MAHICKRA CHEMICALS LTD
M&MFIN,MMFS IN Equity,MAHINDRA & MAHINDRA FIN SECS
MHRIL,MHRL IN Equity,MAHINDRA HOLIDAYS & RESORTS
MAHLIFE,MLIFE IN Equity,MAHINDRA LIFESPACE DEVELOPER
MANAKALUCO,MAALM IN Equity,MANAKSIA ALUMINIUM CO LTD
MANAKCOAT,MACOM IN Equity,MANAKSIA COATED METALS & IND
MANAV,MANAV IN Equity,MANAV INFRA PROJECTS LTD
TMRVL,TMRVL IN Equity,MANDHANA RETAIL VENTURES LTD
MANGALAM,MDOL IN Equity,MANGALAM DRUGS AND ORGANICS
MANGCHEFER,MCF IN Equity,MANGALORE CHEMICALS & FERT
MRPL,MRPL IN Equity,MANGALORE REFINERY & PETRO
MARINE,MARINE IN Equity,MARINE ELECTRICALS INDIA LTD
MARSHALL,MARSHALL IN Equity,MARSHALL MACHINES LTD
MDL,MARDL IN Equity,MARVEL DECOR LTD
MAXINDIA,MAXI IN Equity,MAX INDIA LTD-NEW SPUN OFF
MAXVIL,MVIL IN Equity,MAX VENTURES &INDUSTRIES LTD
MBECL,MCNA IN Equity,MCNALLY BHARAT ENGINEERING
MELSTAR,MIT IN Equity,MELSTAR INFORMATION TECH LTD
MEP,MIDL IN Equity,MEP INFRASTRUCTURE DVLPRS LT
METKORE,MAIL IN Equity,METKORE ALLOYS&INDUSTRIES LT
MMNL,MMNL IN Equity,MIG MEDIA NEURONS LTD
MILTON,MILTON IN Equity,MILTON INDUSTRIES LTD
MINDACORP,MDA IN Equity,MINDA CORP LTD
MINDPOOL,MINDPOOL IN Equity,MINDPOOL TECHNOLOGIES LTD
MITCON,MCES IN Equity,MITCON CONSULTANCY & ENGINEE
MITTAL,MITTAL IN Equity,MITTAL LIFE STYLE LTD
MMP,MMP IN Equity,MMP INDUSTRIES LTD
MHHL,MOHHL IN Equity,MOHINI HEALTH & HYGIENE LTD
MOKSH,MOKSH IN Equity,MOKSH ORNAMENTS LTD
MOSERBAER,MBI IN Equity,MOSER BAER INDIA LTD
MOTILALOFS,MOFS IN Equity,MOTILAL OSWAL FINANCIAL SERV
M100,MOST100 IN Equity,MOTILAL OSWAL MIDCAP 100
M50,MOSTM50 IN Equity,MOTILAL OSWAL MOST SHARES 50
N100,MOSTNDX IN Equity,MOTILAL OSWAL MOST-NASDA-100
MOTOGENFIN,MGF IN Equity,MOTOR & GENERAL FINANCE LTD
MCX,MCX IN Equity,MULTI COMMODITY EXCH INDIA
MURUDCERA,MCER IN Equity,MURUDESHWAR CERAMICS LTD.
NRAIL,NRA IN Equity,N.R. AGARWAL INDUSTRIES LTD
NAGAFERT,NAGARFER IN Equity,NAGARJUNA FERTILIZERS & CHEM
NAGREEKCAP,NCIL IN Equity,NAGREEKA CAPITAL & INFRASTRU
NAHARCAP,NCFS IN Equity,NAHAR CAPITAL AND FIN SVCS
NAHARINDUS,OWF IN Equity,NAHAR INDUSTRIAL ENTERPRISES
NAKODA,NTI IN Equity,NAKODA LTD
NANDANI,NANDANI IN Equity,NANDANI CREATION LTD
NH,NARH IN Equity,NARAYANA HRUDAYALAYA LTD
NARMADA,NARMADA IN Equity,NARMADA AGROBASE LTD
NATHBIOGEN,NBGL IN Equity,NATH BIO-GENES INDIA LTD
NATIONALUM,NACL IN Equity,NATIONAL ALUMINIUM CO LTD
NATNLSTEEL,NTSI IN Equity,NATIONAL STEEL & AGRO INDUST
NAVINFLUOR,NFIL IN Equity,NAVIN FLUORINE INTERNATIONAL
NAVKARCORP,NACO IN Equity,NAVKAR CORP LTD
NBCC,NBCC IN Equity,NBCC INDIA LTD
NBIFIN,NBI IN Equity,NBI INDUSTRIAL FINANCE CO LT
NETWORK18,NETM IN Equity,NETWORK 18 MEDIA & INVTS LTD
NIACL,NIACL IN Equity,NEW INDIA ASSURANCE CO LTD/T
NEWGEN,NEWGEN IN Equity,NEWGEN SOFTWARE TECHNOLOGIES
NICCO,NICC IN Equity,NICCO CORP LTD
NILAINFRA,NLHI IN Equity,NILA INFRASTRUCTURE LTD
NITINFIRE,NFPI IN Equity,NITIN FIRE PROTECTION INDS
NITIRAJ,NITIRAJ IN Equity,NITIRAJ ENGINEERS LTD
NIVINFRA,NITS IN Equity,NIVYAH INFRASTRUCTURE & TELE
NOESISIND,NOEI IN Equity,NOESIS INDUSTRIES LTD
NOIDATOLL,NTB IN Equity,NOIDA TOLL BRIDGE CO LTD
NORBTEAEXP,NTX IN Equity,NORBEN TEA & EXPORTS
NECCLTD,NECCLT IN Equity,NORTH EASTERN CARRYING CORP
NRBBEARING,NRBBR IN Equity,NRB BEARINGS LTD
NUTEK,NTKL IN Equity,NU TEK INDIA LTD
ONGC,ONGC IN Equity,OIL & NATURAL GAS CORP LTD
OMFURN,OMFURN IN Equity,OMFURN INDIA LTD
OMKARCHEM,OSCL IN Equity,OMKAR SPECIALITY CHEMICALS L
OPAL,OPAL IN Equity,OPAL LUXURY TIME PRODUCTS LT
OPTOCIRCUI,OPTC IN Equity,OPTO CIRCUITS INDIA LTD
OFSS,OFSS IN Equity,ORACLE FINANCIAL SERVICES
GREENPOWER,OGPL IN Equity,ORIENT GREEN POWER CO LTD
ORIENTPPR,OPI IN Equity,ORIENT PAPER & INDUSTRIES
OCCL,OTCC IN Equity,ORIENTAL CARBON & CHEMICALS
ORISSAMINE,OMDC IN Equity,ORISSA MINERALS DEVELOPMENT
OSIAHYPER,OSIAHYPE IN Equity,OSIA HYPER RETAIL LTD
PANACHE,PDIGI IN Equity,PANACHE DIGILIFE LTD
PANORAMUNI,PRU IN Equity,PANORAMIC UNIVERSAL LTD
PANSARI,PNDL IN Equity,PANSARI DEVELOPERS LTD
PAR,PARDC IN Equity,PAR DRUGS AND CHEMICALS LTD
PARACABLES,PRMC IN Equity,PARAMOUNT COMMUNICATION LTD
PARASPETRO,PRPT IN Equity,PARAS PETROFILS LTD
PDPL,PDI IN Equity,PARENTERAL DRUGS INDIA LTD
PARIN,PARIN IN Equity,PARIN FURNITURE LTD
PASHUPATI,PASHCL IN Equity,PASHUPATI COTSPIN LTD
PATINTLOG,PTIL IN Equity,PATEL INTERGRATED LOGISTICS
PBAINFRA,PBAI IN Equity,PBA INFRASTRUCTURE LTD
PDSMFL,PMFL IN Equity,PDS MULTINATIONAL FASHIONS L
PENPEBS,PEBS IN Equity,PENNAR ENGINEERED BUILDING S
PENTAGOLD,PENTA IN Equity,PENTA GOLD LTD
PERFECT,PERI IN Equity,PERFECT INFRAENGINEERS LTD
PKTEA,PKTP IN Equity,PERIA KARAMALAI TEA & PRODUC
PETRONENGG,PTEC IN Equity,PETRON ENGINEERING CONST LTD
PHOENIXLTD,PHNX IN Equity,PHOENIX MILLS LTD
PILANIINVS,PIICL IN Equity,PILANI INVESTMENTS&INDUSTRIE
PINCON,PINS IN Equity,PINCON SPIRIT LTD
POCHIRAJU,PJUI IN Equity,POCHIRAJU INDUSTRIES LTD
PODDARHOUS,PODDAR IN Equity,PODDAR HOUSING AND DEVELOPME
PONDYOXIDE,POCL IN Equity,PONDY OXIDES & CHEMICAL LTD
PONNIERODE,PSER IN Equity,PONNI SUGARS ERODE LTD
PIGL,PIGL IN Equity,POWER & INSTRUMENTATION GUJA
PFC,POWF IN Equity,POWER FINANCE CORPORATION
POWERGRID,PWGR IN Equity,POWER GRID CORP OF INDIA LTD
POWERFUL,POWERFUL IN Equity,POWERFUL TECHNOLOGIES LTD
PRAENG,PES IN Equity,PRAJAY ENGINEERS SYNDICATE
PRATIBHA,PRIL IN Equity,PRATIBHA INDUSTRIES LTD
PRESTIGE,PEPL IN Equity,PRESTIGE ESTATES PROJECTS
PRITI,PRITII IN Equity,PRITI INTERNATIONAL LTD
PNC,PRTN IN Equity,PRITISH NANDY COMMUNICATIONS
PGHH,PG IN Equity,PROCTER & GAMBLE HYGIENE
PROLIFE,PROLIFE IN Equity,PROLIFE INDUSTRIES LTD
PULZ,PULZ IN Equity,PULZ ELECTRONICS LTD
PUNJABCHEM,PCCP IN Equity,PUNJAB CHEMICALS & CROP PROT
PUSHPREALM,PUSHP IN Equity,PUSHPANJALI REALMS & INFRATE
PVP,PVPV IN Equity,PVP VENTURES LTD
QGOLDHALF,QTGOLD IN Equity,QUANTUM GOLD FUND
RSSOFTWARE,RSST IN Equity,R.S. SOFTWARE (INDIA)
RAJOIL,RJOIL IN Equity,RAJ OIL MILLS LTD
RAJMET,RAJMET IN Equity,RAJNANDINI METAL LTD
RPPL,RAJPPL IN Equity,RAJSHREE POLYPACK LTD
RAJSREESUG,RSSC IN Equity,RAJSHREE SUGARS & CHEMICALS
RAMCOCEM,TRCL IN Equity,RAMCO CEMENTS LTD/THE
RAMSARUP,RAMI IN Equity,RAMSARUP INDUSTRIES LTD
RANEENGINE,RVL IN Equity,RANE ENGINE VALVES LTD
RML,RML IN Equity,RANE MADRAS LTD
RCF,RCF IN Equity,RASHTRIYA CHEMICALS & FERT
RASOYPR,RPRO IN Equity,RASOYA PROTEINS LTD
RTNINFRA,RATI IN Equity,RATTANINDIA INFRASTRUCTURE L
REDINGTON,REDI IN Equity,REDINGTON INDIA LTD
RELIABLE,RELIABLE IN Equity,RELIABLE DATA SERVICES LTD
RIIL,RIIL IN Equity,RELIANCE INDUS INFRASTRUCT
RNAVAL,RNAVAL IN Equity,RELIANCE NAVAL AND ENGINEERI
RNAM,RNAM IN Equity,RELIANCE NIPPON LIFE ASSET M
RMMIL,RMML IN Equity,RESURGERE MINES & MINERALS
RKEC,RKEC IN Equity,RKEC PROJECTS LTD
RMDRIP,RMDRIP IN Equity,RM DRIP AND SPRINKLERS SYS L
ROHITFERRO,ROFT IN Equity,ROHIT FERRO TECH LTD
RUBYMILLS,RUBY IN Equity,RUBY MILLS LTD/THE
REPL,RENPL IN Equity,RUDRABHISHEK ENTERPRISES LTD
SCHAND,SCHAND IN Equity,S CHAND AND CO LTD
S&SPOWER,SSPS IN Equity,S&S POWER SWITCHGEAR LTD
SKUMARSYNF,SKNL IN Equity,S. KUMARS NATIONWIDE LTD
SABEVENTS,SABEG IN Equity,SAB EVENTS & GOVERNANCE NOW
SADBHIN,SINP IN Equity,SADBHAV INFRASTRUCTURE PROJE
SAKETH,SAKETH IN Equity,SAKETH EXIM LTD
SAKTHIFIN,SKTF IN Equity,SAKTHI FINANCE LTD
SALSTEEL,SALS IN Equity,SAL STEEL LTD
SALASAR,SALASAR IN Equity,SALASAR TECHNO ENGINEERING L
SANDESH,SDSH IN Equity,SANDESH LTD
SANGHVIFOR,SFEL IN Equity,SANGHVI FORGING & ENGINEERIN
SANGINITA,SANGIN IN Equity,SANGINITA CHEMICALS LTD
SARVESHWAR,SARVESH IN Equity,SARVESHWAR FOODS LTD
SBILIFE,SBILIFE IN Equity,SBI LIFE INSURANCE CO LTD
SCHNEIDER,SCHN IN Equity,SCHNEIDER ELECTRIC INFRASTRU
SEPOWER,SEPL IN Equity,SE POWER LTD
SECURCRED,SECUR IN Equity,SECUR CREDENTIALS LTD
SIS,SECIS IN Equity,SECURITY AND INTELLIGENCE SE
SELMCL,SELM IN Equity,SEL MANUFACTURING CO. LTD.
SELAN,SXT IN Equity,SELAN EXPLORATION TECHNOLOGY
SERVALL,SLPL IN Equity,SERVALAKSHMI PAPER LTD
SERVOTECH,SERVOTEC IN Equity,SERVOTECH POWER SYSTEMS LTD
SESHAPAPER,SPB IN Equity,SESHASAYEE PAPER & BOARDS
SEZAL,SZGL IN Equity,SEZAL GLASS LTD
SHK,SHKL IN Equity,SH KELKAR & CO LTD
SHAIVAL,SHRL IN Equity,SHAIVAL REALITY LTD
SHANKARA,SHANKARA IN Equity,SHANKARA BUILDING PRODUCTS L
SHANTI,SHANTI IN Equity,SHANTI OVERSEAS INDIA LTD
SHARONBIO,SBML IN Equity,SHARON BIO-MEDICINE LTD
SHILPI,SCTL IN Equity,SHILPI CABLE TECHNOLOGIES LT
SCI,SCI IN Equity,SHIPPING CORP OF INDIA LTD
SHRADHA,SHRADHA IN Equity,SHRADHA INFRAPROJECTS LTD
SGFL,SGFO IN Equity,SHREE GANESH FORGINGS LTD
SHREEPUSHK,PCFL IN Equity,SHREE PUSHKAR CHEMICALS & FE
SRPL,SHRPL IN Equity,SHREE RAM PROTEINS LTD
TIRUPATI,TIRUPATI IN Equity,SHREE TIRUPATI BALAJEE FIBC
SVLL,SVLL IN Equity,SHREE VASU LOGISTICS LTD
OSWALSEEDS,OSWALSEE IN Equity,SHREEOSWAL SEEDS AND CHEMICA
SHRENIK,SHRENIK IN Equity,SHRENIK LTD
SHREYAS,SRYS IN Equity,SHREYAS SHIPPING & LOGISTICS
ASTERSILI,ASTER IN Equity,SHRI ASTER SILICATES LTD
SHLAKSHMI,SLCL IN Equity,SHRI LAKSHMI COTSYN LTD
SRIRAM,SRIRAM IN Equity,SHRI RAM SWITCHGEARS LTD
SHRIRAMCIT,SCUF IN Equity,SHRIRAM CITY UNION FINANCE
SRTRANSFIN,SHTF IN Equity,SHRIRAM TRANSPORT FINANCE
SHUBHLAXMI,SHUBHLXM IN Equity,SHUBHLAXMI JEWEL ART LTD
SIKKO,SIKKO IN Equity,SIKKO INDUSTRIES LTD
SILGO,SILGO IN Equity,SILGO RETAIL LTD
SILLYMONKS,SILLYMON IN Equity,SILLY MONKS ENTERTAINMENT LT
SILVERTUC,SILVERTU IN Equity,SILVER TOUCH TECHNOLOGIES LT
SIMBHALS,SIMS IN Equity,SIMBHAOLI SUGARS LTD-NEW
SIMPLEX,SIMP IN Equity,SIMPLEX PROJECTS LTD
SINTERCOM,SINTER IN Equity,SINTERCOM INDIA LTD
SPTL,SINTEX IN Equity,SINTEX PLASTICS TECHNOLOGY L
SIRCA,SIRCA IN Equity,SIRCA PAINTS INDIA LTD
SKMEGGPROD,SKMEX IN Equity,SKM EGG PRODUCTS EXPORT LTD
SKSTEXTILE,SKSTEX IN Equity,SKS TEXTILES LTD
SMVD,SMVD IN Equity,SMVD POLY PACK LTD
SOFTTECH,SOFTTECH IN Equity,SOFTTECH ENGINEERS LTD
SOLARA,SOLARA IN Equity,SOLARA ACTIVE PHARMA SCIENCE
SOLEX,SOLEX IN Equity,SOLEX ENERGY LTD
SDBL,SDB IN Equity,SOM DISTILLERIES & BREWERIES
SOMTEX,STI IN Equity,SOMA TEXTILES & INDUSTRIES
SONAMCLOCK,SONAM IN Equity,SONAM CLOCK LTD
SONISOYA,SONISOYA IN Equity,SONI SOYA PRODUCTS LTD
SOUTHBANK,SIB IN Equity,SOUTH INDIAN BANK LTD
SOUTHWEST,SOUTHWES IN Equity,SOUTH WEST PINNACLE EXPLORAT
SPIC,SPET IN Equity,SOUTHERN PETROCHEMICAL INDS
SPAL,SPAL IN Equity,SP APPARELS LTD
SPCENET,SPCENET IN Equity,SPACENET ENTERPRISES INDIA L
SPECTRUM,SPECTRUM IN Equity,SPECTRUM ELECTRICAL INDUSTRI
SRHHYPOLTD,SRAY IN Equity,SREE RAYALASEEMA HI-STRENGTH
SREINFRA,SREI IN Equity,SREI INFRASTRUCTURE FINANCE
SABTN,SABTN IN Equity,SRI ADHIKARI BROS TELE NTWRK
HAVISHA,HAVISHA IN Equity,SRI HAVISHA HOSPITALITY & IN
SSINFRA,SSINFRA IN Equity,SS INFRASTRUCTURE DVLPT CON
STAN,STAN IN Equity,STANDARD CHARTER-INDIAN DR
STCINDIA,STC IN Equity,STATE TRADING CORP OF INDIA
SAIL,SAIL IN Equity,STEEL AUTHORITY OF INDIA
STEELCITY,SCSE IN Equity,STEEL CITY SECURITIES LTD
STERLINBIO,SLT IN Equity,STERLING BIOTECH LTD
SUDARSCHEM,SCHI IN Equity,SUDARSHAN CHEMICAL INDS LTD
SUJANAUNI,SJU IN Equity,SUJANA UNIVERSAL INDUSTRIES
SUMIT,SUMIT IN Equity,SUMIT WOODS LTD
SPARC,SPADV IN Equity,SUN PHARMA ADVANCED RESEARCH
SUNPHARMA,SUNP IN Equity,SUN PHARMACEUTICAL INDUS
SUNDARMHLD,SFHL IN Equity,SUNDARAM FINANCE HOLDINGS LT
SUNFLAG,SUNF IN Equity,SUNFLAG IRON & STEEL CO LTD
SUPERSPIN,SSPM IN Equity,SUPER SPINNING MILLS
SUPREMEENG,SUPREME IN Equity,SUPREME ENGINEERING LTD
SIIL,SUIN IN Equity,SUPREME INDIA IMPEX LTD
SUPREMEINF,SPII IN Equity,SUPREME INFRASTRUCTURE INDIA
SUPREMETEX,SUTM IN Equity,SUPREME TEX MART LTD
SURANACORP,SURC IN Equity,SURANA CORP LTD
SURANAIND,SURI IN Equity,SURANA INDUSTRIES LTD
SURANAT&P,SRTL IN Equity,SURANA TELECOM & POWER LTD
SURANI,SURANI IN Equity,SURANI STEEL TUBES LTD
SUREVIN,SUREVIN IN Equity,SUREVIN BPO SERVICES LTD
SURYALAXMI,SLCM IN Equity,SURYALAKSHMI COTTON MILLS
SUTLEJTEX,SUTJ IN Equity,SUTLEJ TEXTILES AND INDUSTRI
SUULD,SUULD IN Equity,SUUMAYA LIFESTYLE LTD
TAINWALCHM,TCP IN Equity,TAINWALA CHEMICALS & PLAST
TALBROAUTO,TALB IN Equity,TALBROS AUTOMOTIVE COMPON
TALWALKARS,TALW IN Equity,TALWALKARS BETTER VALUE FIT
TNPL,TNNP IN Equity,TAMIL NADU NEWSPRINT & PAPER
TNTELE,TNT IN Equity,TAMILNADU TELECOMMUN LTD
TANTIACONS,TANC IN Equity,TANTIA CONSTRUCTION LTD
TARACHAND,TARACHAN IN Equity,TARA CHAND LOGISTIC SOLUTION
TCS,TCS IN Equity,TATA CONSULTANCY SVCS LTD
TATAINVEST,TICL IN Equity,TATA INVESTMENT CORP LTD
TATAPOWER,TPWR IN Equity,TATA POWER CO LTD
TTML,TTLS IN Equity,TATA TELESERVICES MAHARASHTR
TCNSBRANDS,TCNSBR IN Equity,TCNS CLOTHING CO LTD
TECHNOE,TECHNOE IN Equity,TECHNO ELECTRIC & ENGINEERIN
TIIL,TIIL IN Equity,TECHNOCRAFT INDUSTRIES INDIA
TECILCHEM,TECI IN Equity,TECIL CHEMICALS & HYDRO POWE
TEXINFRA,TXM IN Equity,TEXMACO INFRASTRUCTURE & HOL
TEXRAIL,TXMRE IN Equity,TEXMACO RAIL & ENGINEERING L
THANGAMAYL,TJL IN Equity,THANGA MAYIL JEWELLERY LTD
THEJO,THEL IN Equity,THEJO ENGINEERING LTD
THOMASCOOK,TC IN Equity,THOMAS COOK (INDIA) LTD
THOMASCOTT,THOM IN Equity,THOMAS SCOTT INDIA LTD
TIDEWATER,TWO IN Equity,TIDE WATER OIL CO INDIA LTD
TINPLATE,TPC IN Equity,TINPLATE CO OF INDIA LTD
TIRUPATIFL,TIRUPIFL IN Equity,TIRUPATI FORGE LTD
TITAN,TTAN IN Equity,TITAN CO LTD
TODAYS,TWPL IN Equity,TODAY'S WRITING INSTRUMENTS
TOKYOPLAST,TPIT IN Equity,TOKYO PLAST INTERNATIONAL
TOTAL,TOTAL IN Equity,TOTAL TRANSPORT SYSTEMS LTD
TOUCHWOOD,TOUCHWD IN Equity,TOUCHWOOD ENTERTAINMENT LTD
TFCILTD,TFCI IN Equity,TOURISM FINANCE CORP INDIA
TRIL,TRIL IN Equity,TRANSFORMERS & RECTIFIERS IN
TCI,TRPC IN Equity,TRANSPORT CORP OF INDIA LTD
TRANSWIND,TRWND IN Equity,TRANSWIND INFRASTRUCTURES LT
TREADS,TREAD IN Equity,TREADSDIRECT LTD
TREEHOUSE,THEAL IN Equity,TREE HOUSE EDUCATION AND ACC
TBZ,TBZL IN Equity,TRIBHOVANDAS BHIMJI ZAVERI L
TRIVENI,TRE IN Equity,TRIVENI ENGINEERING & INDUS
TTL,TTXK IN Equity,TT LTD
TIINDIA,TIINDIA IN Equity,TUBE INVESTMENTS OF INDIA LT
TULSI,TULS IN Equity,TULSI EXTRUSIONS LTD
TVSMOTOR,TVSL IN Equity,TVS MOTOR CO LTD
21STCENMGM,TWCMS IN Equity,TWENTYFIRST CENTURY MANAGEMT
UGARSUGAR,UGSW IN Equity,UGAR SUGAR WORKS LTD
UJJIVAN,UJJIVAN IN Equity,UJJIVAN FINANCIAL SERVICES L
UWCSL,UWCSL IN Equity,ULTRA WIRING CONNECTIVITY SY
UNIIFO,UNIINFO IN Equity,UNIINFO TELECOM SERVICES LTD
UNITEDTEA,UNTEA IN Equity,UNITED NILGIRI TEA ESTATES
UNITEDPOLY,UPGL IN Equity,UNITED POLYFAB GUJARAT LTD
UNIVASTU,UNIVASTU IN Equity,UNIVASTU INDIA LTD
URAVI,URAVI IN Equity,URAVI T AND WEDGE LAMPS LTD
UCL,USHCL IN Equity,USHANTI COLOUR CHEM LTD
USHERAGRO,UAL IN Equity,USHER AGRO LTD
GOLDSHARE,UTIGOL IN Equity,UTI GOLD EXCHANGE TRADED FND
VIPIND,VIP IN Equity,V.I.P. INDUSTRIES LTD
VSCL,VSCHL IN Equity,VADIVARHE SPECIALITY CHEMICA
VAISHALI,VAISHALI IN Equity,VAISHALI PHARMA LTD
VALECHAENG,VLCE IN Equity,VALECHA ENGINEERING LTD
VALUEIND,VALI IN Equity,VALUE INDUSTRIES LIMIITED
VASA,VASA IN Equity,VASA RETAIL & OVERSEAS LTD
VERA,VERASL IN Equity,VERA SYNTHETIC LTD
VERTOZ,VERTOZ IN Equity,VERTOZ ADVERTISING LTD
VETO,VSCL IN Equity,VETO SWITCHGEARS AND CABLES
VIDHIING,VSFI IN Equity,VIDHI SPECIALTY FOOD INGREDI
VIJSHAN,VSB IN Equity,VIJAY SHANTHI BUILDERS LTD
VINNY,VINNY IN Equity,VINNY OVERSEAS LTD
VISUINTL,VIL IN Equity,VISU INTERNATIONAL LTD
VMART,VMART IN Equity,VMART RETAIL LTD
VSTTILLERS,VSTT IN Equity,VST TILLERS TRACTORS LTD
WSI,WSI IN Equity,W S INDUSTRIES INDIA LTD
WALCHANNAG,WI IN Equity,WALCHANDNAGAR INDUSTRIES
WEALTH,WEALTH IN Equity,WEALTH FIRST PORTFOLIO MANAG
WELENT,WEL IN Equity,WELSPUN ENTERPRISES LTD/NEW
WELINV,WICL IN Equity,WELSPUN INVESTMENT & COMMERC
WENDT,WNDT IN Equity,WENDT INDIA LTD
WIPL,WIPL IN Equity,WESTERN INDIA PLYWOODS LTD
WILLAMAGOR,WMC IN Equity,WILLIAMSON MAGOR & CO LTD
WORTH,WORTH IN Equity,WORTH PERIPHERALS LTD
XELPMOC,XELP IN Equity,XELPMOC DESIGN & TECH LTD
ZEEL,Z IN Equity,ZEE ENTERTAINMENT ENTERPRISE
ZENITHBIR,ZB IN Equity,ZENITH BIRLA INDIA LTD
ZICOM,ZSS IN Equity,ZICOM ELECTRONIC SECURITY
ZODIACLOTH,ZDC IN Equity,ZODIAC CLOTHING COMPANY
ZODIAC,ZODIAC IN Equity,ZODIAC ENERGY LTD
ZODJRDMKJ,ZJM IN Equity,ZODIAC-JRD-MKJ LTD
ZOTA,ZOTA IN Equity,ZOTA HEALTH CARE LTD
ZYLOG,ZSL IN Equity,ZYLOG SYSTEMS LTD
